customer_id,segment,gender,past_3_years_bike_related_purchases,wealth_segment,owns_car,tenure,state,age_group,property_valuation,age,ltv
810,Mid-Value,Female,24,Mass Customer,Yes,1.0,NSW,"(19.0, 29.0]",9,22.0,945.1599999999999
811,Low-Value,Male,6,Mass Customer,No,8.0,NSW,"(29.0, 39.0]",10,37.0,496.6199999999999
812,Low-Value,Female,1,Mass Customer,No,16.0,NSW,"(29.0, 39.0]",4,31.0,566.34
813,Mid-Value,Female,12,Mass Customer,No,14.0,NSW,"(49.0, 59.0]",12,58.0,1633.61
814,Mid-Value,Male,60,Mass Customer,No,14.0,VIC,"(59.0, 69.0]",8,61.0,2154.13
815,Mid-Value,Female,47,Mass Customer,Yes,22.0,NSW,"(39.0, 49.0]",11,46.0,5081.3
816,Low-Value,Female,71,Mass Customer,No,15.0,NSW,"(59.0, 69.0]",10,64.0,1098.3999999999999
817,Mid-Value,Male,38,Mass Customer,Yes,6.0,VIC,"(19.0, 29.0]",5,28.0,2328.9300000000003
818,Mid-Value,Female,17,Mass Customer,No,11.0,NSW,"(39.0, 49.0]",11,47.0,3028.8399999999992
819,Mid-Value,Male,7,Affluent Customer,Yes,5.0,NSW,"(39.0, 49.0]",12,45.0,2558.04
820,High-Value,Female,12,High Net Worth,No,16.0,NSW,"(39.0, 49.0]",12,44.0,4534.03
821,Mid-Value,Male,41,Mass Customer,Yes,7.0,NSW,"(29.0, 39.0]",8,39.0,2925.75
822,Low-Value,Female,67,High Net Worth,No,17.0,VIC,"(39.0, 49.0]",5,46.0,802.26
823,Mid-Value,Female,91,Affluent Customer,No,9.0,NSW,"(29.0, 39.0]",11,31.0,5811.3
824,Mid-Value,Female,97,Affluent Customer,Yes,12.0,QLD,"(39.0, 49.0]",3,44.0,4137.78
825,Mid-Value,Male,17,Affluent Customer,Yes,16.0,NSW,"(39.0, 49.0]",12,45.0,2315.97
826,Mid-Value,Male,92,Mass Customer,Yes,1.0,NSW,"(19.0, 29.0]",8,22.0,1454.6100000000004
827,Mid-Value,Female,90,Affluent Customer,No,5.0,QLD,"(19.0, 29.0]",11,24.0,4014.42
828,Mid-Value,Female,93,Mass Customer,Yes,20.0,NSW,"(59.0, 69.0]",11,63.0,1378.3899999999999
829,Mid-Value,Male,84,High Net Worth,Yes,2.0,VIC,"(19.0, 29.0]",8,20.0,4600.24
830,Mid-Value,Male,58,Affluent Customer,No,6.0,NSW,"(29.0, 39.0]",8,39.0,2506.2700000000004
831,Mid-Value,Male,4,Affluent Customer,No,11.0,QLD,"(39.0, 49.0]",4,47.0,1883.59
832,High-Value,Male,30,Mass Customer,No,14.0,QLD,"(39.0, 49.0]",3,43.0,8868.62
833,Mid-Value,Male,9,High Net Worth,Yes,4.0,NSW,"(19.0, 29.0]",7,25.0,4776.1
834,Mid-Value,Male,37,Mass Customer,No,3.0,VIC,"(39.0, 49.0]",7,47.0,722.3
835,Mid-Value,Male,85,Mass Customer,Yes,9.0,NSW,"(49.0, 59.0]",10,52.0,3225.92
836,Low-Value,Female,33,Mass Customer,Yes,9.0,QLD,"(29.0, 39.0]",10,30.0,1768.44
837,Low-Value,Male,4,Mass Customer,Yes,13.0,NSW,"(59.0, 69.0]",8,64.0,1335.81
838,Mid-Value,Male,27,High Net Worth,No,15.0,QLD,"(49.0, 59.0]",3,50.0,1966.08
839,Low-Value,,14,Mass Customer,Yes,,NSW,,1,,826.2600000000001
840,Mid-Value,Male,94,Affluent Customer,Yes,19.0,QLD,"(49.0, 59.0]",3,56.0,3320.09
841,Mid-Value,Male,93,Affluent Customer,Yes,8.0,VIC,"(49.0, 59.0]",11,54.0,8330.09
842,Low-Value,Male,59,High Net Worth,No,2.0,VIC,"(19.0, 29.0]",6,21.0,2137.1800000000003
843,Mid-Value,Male,80,Affluent Customer,Yes,9.0,NSW,"(29.0, 39.0]",10,31.0,2372.09
844,High-Value,Male,13,High Net Worth,No,9.0,NSW,"(39.0, 49.0]",5,43.0,4730.320000000001
845,Low-Value,Female,51,Mass Customer,No,3.0,NSW,"(39.0, 49.0]",7,47.0,1314.0300000000002
846,Mid-Value,Male,60,Affluent Customer,No,17.0,NSW,"(59.0, 69.0]",9,66.0,2129.34
847,Mid-Value,Female,66,High Net Worth,No,9.0,NSW,"(19.0, 29.0]",7,29.0,2521.58
848,Low-Value,Male,79,Mass Customer,No,13.0,QLD,"(39.0, 49.0]",7,41.0,1964.52
849,Mid-Value,Male,72,Mass Customer,No,10.0,QLD,"(49.0, 59.0]",7,51.0,4284.210000000001
850,Mid-Value,Male,79,Mass Customer,No,1.0,NSW,"(19.0, 29.0]",9,20.0,2838.72
851,Mid-Value,Female,19,Affluent Customer,Yes,2.0,QLD,"(29.0, 39.0]",10,33.0,3245.12
853,Mid-Value,Female,26,Mass Customer,Yes,16.0,NSW,"(29.0, 39.0]",2,39.0,7263.659999999999
854,Mid-Value,Female,35,Affluent Customer,No,2.0,VIC,"(19.0, 29.0]",7,20.0,2074.13
855,Mid-Value,Female,74,High Net Worth,Yes,16.0,QLD,"(39.0, 49.0]",2,46.0,3050.76
856,Mid-Value,Male,63,Mass Customer,Yes,9.0,VIC,"(29.0, 39.0]",7,32.0,2912.6499999999996
857,Mid-Value,Female,15,High Net Worth,No,4.0,QLD,"(49.0, 59.0]",4,56.0,3721.9199999999996
858,Mid-Value,Female,79,High Net Worth,Yes,9.0,QLD,"(39.0, 49.0]",7,40.0,2708.6000000000004
859,Mid-Value,Female,53,Affluent Customer,Yes,7.0,NSW,"(39.0, 49.0]",10,42.0,2289.0600000000004
860,Mid-Value,Female,80,High Net Worth,Yes,7.0,QLD,"(39.0, 49.0]",9,40.0,3530.12
861,Mid-Value,Female,73,High Net Worth,No,17.0,VIC,"(39.0, 49.0]",8,43.0,1009.34
862,Low-Value,Male,83,High Net Worth,Yes,16.0,VIC,"(39.0, 49.0]",10,43.0,309.80999999999995
863,Low-Value,Female,19,Affluent Customer,No,5.0,VIC,"(49.0, 59.0]",1,59.0,703.6199999999999
864,Mid-Value,Male,6,High Net Worth,Yes,4.0,QLD,"(49.0, 59.0]",8,51.0,4499.38
865,Mid-Value,Female,73,Mass Customer,No,19.0,QLD,"(49.0, 59.0]",5,55.0,4261.0
866,Mid-Value,Male,28,Affluent Customer,Yes,14.0,NSW,"(39.0, 49.0]",7,48.0,4753.84
867,Mid-Value,Female,12,Mass Customer,No,17.0,VIC,"(39.0, 49.0]",12,47.0,4743.7
868,Mid-Value,Female,84,Mass Customer,Yes,11.0,NSW,"(39.0, 49.0]",10,41.0,5534.830000000001
870,Mid-Value,Male,63,Mass Customer,No,6.0,NSW,"(49.0, 59.0]",9,57.0,3818.9700000000007
871,Mid-Value,Female,40,Mass Customer,Yes,5.0,NSW,"(19.0, 29.0]",10,29.0,3502.8599999999997
872,Low-Value,Female,47,Mass Customer,No,13.0,NSW,"(39.0, 49.0]",3,49.0,75.48000000000002
873,Mid-Value,Male,37,Affluent Customer,Yes,20.0,NSW,"(59.0, 69.0]",7,61.0,3226.46
874,Mid-Value,Male,78,Mass Customer,Yes,1.0,NSW,"(10.0, 19.0]",10,19.0,2786.56
875,Mid-Value,Male,34,Mass Customer,Yes,2.0,VIC,"(19.0, 29.0]",9,22.0,4796.959999999999
876,Mid-Value,Male,44,High Net Worth,No,19.0,NSW,"(49.0, 59.0]",10,52.0,1171.02
877,Mid-Value,Female,92,Mass Customer,Yes,3.0,NSW,"(29.0, 39.0]",8,32.0,4918.87
878,Mid-Value,Male,31,Mass Customer,Yes,9.0,QLD,"(29.0, 39.0]",5,38.0,2809.7499999999995
879,Low-Value,Female,58,Mass Customer,No,12.0,NSW,"(39.0, 49.0]",10,42.0,852.5000000000001
880,Mid-Value,Female,11,High Net Worth,Yes,10.0,NSW,"(49.0, 59.0]",10,57.0,1751.7199999999998
881,Low-Value,Female,82,High Net Worth,No,15.0,QLD,"(39.0, 49.0]",5,40.0,2481.4300000000003
882,Mid-Value,Female,59,Mass Customer,Yes,11.0,NSW,"(49.0, 59.0]",12,55.0,4571.93
883,Low-Value,,73,Mass Customer,Yes,,NSW,,3,,705.35
884,Mid-Value,Male,11,Mass Customer,No,17.0,VIC,"(39.0, 49.0]",10,43.0,2770.8500000000004
885,Mid-Value,Male,20,Mass Customer,No,18.0,QLD,"(49.0, 59.0]",8,54.0,863.6799999999998
886,Mid-Value,Female,53,Mass Customer,No,11.0,NSW,"(39.0, 49.0]",10,46.0,4067.6500000000005
887,High-Value,Male,55,High Net Worth,No,1.0,NSW,"(19.0, 29.0]",4,23.0,5247.44
888,Mid-Value,Female,62,Mass Customer,No,10.0,QLD,"(49.0, 59.0]",1,57.0,2278.7000000000003
889,Mid-Value,Male,46,Affluent Customer,Yes,10.0,QLD,"(49.0, 59.0]",9,54.0,2357.69
890,Low-Value,Female,55,Mass Customer,Yes,15.0,NSW,"(39.0, 49.0]",11,47.0,1561.06
891,Mid-Value,Male,21,High Net Worth,Yes,9.0,VIC,"(29.0, 39.0]",12,39.0,2197.68
892,Mid-Value,,22,Mass Customer,Yes,,VIC,,8,,3941.7000000000016
893,Mid-Value,Male,97,Mass Customer,No,16.0,NSW,"(29.0, 39.0]",8,37.0,4868.87
894,Mid-Value,Female,13,High Net Worth,Yes,9.0,NSW,"(49.0, 59.0]",9,50.0,3564.2699999999995
895,Low-Value,Female,58,Mass Customer,Yes,12.0,NSW,"(49.0, 59.0]",9,54.0,1867.17
896,Mid-Value,Female,25,Mass Customer,No,15.0,NSW,"(39.0, 49.0]",8,42.0,1669.8900000000003
897,Mid-Value,Female,25,Mass Customer,No,11.0,NSW,"(49.0, 59.0]",10,52.0,4883.1
898,Low-Value,Female,53,Affluent Customer,No,16.0,NSW,"(39.0, 49.0]",8,43.0,179.44
899,Mid-Value,Female,42,Affluent Customer,Yes,12.0,NSW,"(49.0, 59.0]",7,57.0,1274.48
900,Mid-Value,Male,48,Mass Customer,Yes,5.0,VIC,"(29.0, 39.0]",8,30.0,780.7
901,Mid-Value,Female,13,Mass Customer,Yes,16.0,QLD,"(39.0, 49.0]",5,45.0,3812.88
902,Mid-Value,Female,37,Mass Customer,No,18.0,NSW,"(29.0, 39.0]",3,31.0,6003.049999999999
903,Mid-Value,Male,46,Mass Customer,No,14.0,QLD,"(49.0, 59.0]",5,59.0,3401.85
904,Mid-Value,Female,51,High Net Worth,Yes,11.0,QLD,"(39.0, 49.0]",7,46.0,1496.79
905,Mid-Value,Female,41,Affluent Customer,No,12.0,QLD,"(39.0, 49.0]",3,43.0,3553.2799999999997
906,High-Value,Male,73,High Net Worth,Yes,3.0,VIC,"(19.0, 29.0]",9,22.0,4473.870000000001
907,Mid-Value,Male,51,High Net Worth,Yes,17.0,NSW,"(39.0, 49.0]",9,42.0,1370.37
908,Mid-Value,Female,86,Affluent Customer,Yes,17.0,VIC,"(39.0, 49.0]",8,40.0,2880.1000000000004
909,Mid-Value,Female,77,High Net Worth,Yes,8.0,VIC,"(59.0, 69.0]",7,61.0,5289.219999999999
910,Low-Value,Male,50,Mass Customer,No,14.0,NSW,"(29.0, 39.0]",10,34.0,1346.38
911,Mid-Value,Male,62,Affluent Customer,No,3.0,NSW,"(39.0, 49.0]",8,46.0,633.3499999999999
912,Mid-Value,Male,37,Mass Customer,Yes,19.0,NSW,"(49.0, 59.0]",10,52.0,4164.21
913,Mid-Value,Female,67,Mass Customer,No,1.0,NSW,"(19.0, 29.0]",7,20.0,2625.44
914,Mid-Value,Male,73,Affluent Customer,Yes,2.0,VIC,"(19.0, 29.0]",8,21.0,2530.93
915,Mid-Value,Female,17,Mass Customer,No,7.0,NSW,"(29.0, 39.0]",5,36.0,1260.1299999999999
916,Mid-Value,Female,18,Affluent Customer,No,8.0,NSW,"(19.0, 29.0]",8,29.0,3465.07
917,Mid-Value,Male,63,Mass Customer,No,19.0,VIC,"(49.0, 59.0]",9,56.0,5392.889999999999
918,Mid-Value,Male,73,High Net Worth,No,13.0,VIC,"(39.0, 49.0]",4,46.0,4066.24
919,Mid-Value,Male,48,Mass Customer,Yes,13.0,NSW,"(29.0, 39.0]",10,33.0,4458.89
920,Mid-Value,Male,89,Mass Customer,Yes,19.0,NSW,"(39.0, 49.0]",10,45.0,4144.19
921,High-Value,Female,77,Mass Customer,No,7.0,NSW,"(39.0, 49.0]",11,41.0,7516.02
922,Low-Value,Female,52,Mass Customer,No,19.0,VIC,"(39.0, 49.0]",8,48.0,41.13
923,Mid-Value,Male,44,High Net Worth,No,19.0,QLD,"(39.0, 49.0]",4,43.0,3337.1600000000003
924,Mid-Value,Male,33,Affluent Customer,No,13.0,NSW,"(39.0, 49.0]",10,44.0,3544.4399999999996
925,High-Value,Male,42,Affluent Customer,No,16.0,NSW,"(39.0, 49.0]",4,42.0,4371.159999999999
926,Mid-Value,Male,18,Affluent Customer,No,10.0,NSW,"(49.0, 59.0]",8,55.0,1414.17
927,Low-Value,Male,25,Mass Customer,Yes,18.0,VIC,"(49.0, 59.0]",8,55.0,1982.12
928,Mid-Value,Male,61,High Net Worth,Yes,18.0,VIC,"(39.0, 49.0]",8,47.0,2798.72
929,Mid-Value,Male,0,Mass Customer,Yes,13.0,VIC,"(49.0, 59.0]",12,55.0,2540.3499999999995
930,Mid-Value,Female,86,Mass Customer,Yes,8.0,NSW,"(39.0, 49.0]",6,49.0,1206.71
931,Mid-Value,Female,59,Affluent Customer,Yes,1.0,VIC,"(19.0, 29.0]",8,21.0,2890.0600000000004
932,Mid-Value,Female,30,Mass Customer,No,18.0,NSW,"(29.0, 39.0]",7,31.0,2121.73
933,Mid-Value,Female,75,Mass Customer,Yes,5.0,NSW,"(19.0, 29.0]",9,24.0,2817.63
934,Mid-Value,Male,76,Mass Customer,No,6.0,NSW,"(19.0, 29.0]",12,25.0,4899.599999999999
935,Mid-Value,Male,76,Mass Customer,Yes,3.0,NSW,"(19.0, 29.0]",10,26.0,5502.109999999999
936,High-Value,Male,64,High Net Worth,No,3.0,VIC,"(29.0, 39.0]",2,32.0,9244.900000000001
937,Mid-Value,Male,65,Affluent Customer,No,15.0,NSW,"(29.0, 39.0]",8,35.0,2680.1499999999996
938,Mid-Value,Female,18,Mass Customer,No,7.0,VIC,"(19.0, 29.0]",7,24.0,4819.03
939,Mid-Value,Male,53,Mass Customer,No,6.0,NSW,"(59.0, 69.0]",9,60.0,1818.2700000000002
940,Mid-Value,Female,3,Mass Customer,No,9.0,QLD,"(29.0, 39.0]",2,33.0,3256.1400000000003
941,High-Value,Male,13,Affluent Customer,Yes,1.0,QLD,"(19.0, 29.0]",8,26.0,11668.949999999999
942,Low-Value,Female,31,Mass Customer,Yes,14.0,QLD,"(39.0, 49.0]",8,47.0,2859.4700000000003
943,Mid-Value,Male,94,Affluent Customer,Yes,15.0,NSW,"(39.0, 49.0]",11,41.0,6038.5199999999995
944,Mid-Value,Female,53,Mass Customer,No,15.0,VIC,"(39.0, 49.0]",3,45.0,1978.0099999999998
945,Mid-Value,Male,59,High Net Worth,Yes,1.0,QLD,"(19.0, 29.0]",6,22.0,3812.269999999999
946,High-Value,Female,16,High Net Worth,No,12.0,NSW,"(49.0, 59.0]",10,59.0,6305.6
947,Mid-Value,Female,43,Mass Customer,No,10.0,VIC,"(29.0, 39.0]",7,35.0,2981.520000000001
948,Low-Value,Male,19,Affluent Customer,No,10.0,NSW,"(49.0, 59.0]",6,51.0,1422.85
949,Mid-Value,Male,18,Mass Customer,Yes,3.0,NSW,"(39.0, 49.0]",9,45.0,3644.4899999999993
950,Mid-Value,,24,High Net Worth,Yes,,QLD,,5,,3609.0899999999997
951,Mid-Value,Male,44,Mass Customer,No,1.0,NSW,"(19.0, 29.0]",9,21.0,1740.6099999999997
952,Mid-Value,Female,34,Affluent Customer,Yes,6.0,VIC,"(39.0, 49.0]",7,49.0,3569.9799999999996
953,High-Value,Female,16,Mass Customer,No,7.0,QLD,"(39.0, 49.0]",1,41.0,5191.52
954,Low-Value,Male,76,Mass Customer,Yes,7.0,VIC,"(19.0, 29.0]",6,26.0,3624.0
955,Mid-Value,Female,78,Mass Customer,Yes,9.0,NSW,"(29.0, 39.0]",9,31.0,1429.36
956,Low-Value,Male,19,Mass Customer,Yes,9.0,NSW,"(59.0, 69.0]",12,60.0,936.9799999999998
957,Mid-Value,Female,80,Affluent Customer,Yes,7.0,VIC,"(19.0, 29.0]",10,26.0,2632.0899999999997
958,Mid-Value,Male,15,High Net Worth,No,18.0,NSW,"(49.0, 59.0]",12,57.0,2183.71
959,Mid-Value,Female,3,Affluent Customer,Yes,21.0,NSW,"(29.0, 39.0]",9,34.0,2178.4399999999996
960,Mid-Value,Male,1,Mass Customer,Yes,12.0,VIC,"(49.0, 59.0]",8,52.0,3516.370000000001
961,Low-Value,Female,73,Mass Customer,No,6.0,NSW,"(29.0, 39.0]",8,34.0,1035.31
962,Mid-Value,Male,49,High Net Worth,Yes,17.0,VIC,"(39.0, 49.0]",8,43.0,2344.0
963,High-Value,Female,56,High Net Worth,Yes,16.0,NSW,"(49.0, 59.0]",10,52.0,4779.130000000002
964,Mid-Value,Female,35,High Net Worth,No,6.0,NSW,"(19.0, 29.0]",12,27.0,2018.5999999999997
965,Mid-Value,Female,86,High Net Worth,Yes,5.0,NSW,"(19.0, 29.0]",1,23.0,3867.74
966,Mid-Value,Female,70,High Net Worth,Yes,5.0,QLD,"(39.0, 49.0]",10,42.0,527.74
967,Mid-Value,Female,44,Affluent Customer,Yes,1.0,VIC,"(19.0, 29.0]",5,21.0,3798.3500000000004
968,Mid-Value,Male,96,High Net Worth,Yes,16.0,NSW,"(59.0, 69.0]",6,65.0,4422.26
969,Mid-Value,Female,20,High Net Worth,Yes,18.0,QLD,"(39.0, 49.0]",5,42.0,2793.0499999999997
970,Mid-Value,Female,2,High Net Worth,Yes,14.0,NSW,"(39.0, 49.0]",10,40.0,2840.8100000000004
971,Mid-Value,Male,11,High Net Worth,No,22.0,VIC,"(29.0, 39.0]",7,32.0,4015.7799999999997
972,Low-Value,Female,81,Mass Customer,Yes,10.0,QLD,"(29.0, 39.0]",5,39.0,2158.9999999999995
973,High-Value,Female,46,High Net Worth,No,15.0,VIC,"(39.0, 49.0]",7,41.0,6639.850000000001
974,Mid-Value,Female,92,Mass Customer,Yes,4.0,QLD,"(19.0, 29.0]",7,29.0,3250.13
975,Mid-Value,,26,Mass Customer,No,,NSW,,8,,3962.879999999999
976,Mid-Value,Male,10,Affluent Customer,No,10.0,VIC,"(39.0, 49.0]",8,49.0,3830.68
977,Mid-Value,Female,65,High Net Worth,Yes,13.0,NSW,"(59.0, 69.0]",7,61.0,2449.15
978,Low-Value,Female,40,High Net Worth,No,15.0,NSW,"(29.0, 39.0]",1,39.0,2890.84
979,Mid-Value,Female,42,High Net Worth,No,12.0,VIC,"(59.0, 69.0]",9,61.0,3756.9100000000003
980,Mid-Value,Female,19,Mass Customer,No,8.0,NSW,"(39.0, 49.0]",8,43.0,3071.88
981,Mid-Value,Male,0,Mass Customer,No,11.0,NSW,"(39.0, 49.0]",9,48.0,2866.9999999999995
982,Mid-Value,Male,14,High Net Worth,Yes,6.0,NSW,"(59.0, 69.0]",6,61.0,943.9300000000001
983,Mid-Value,,49,Affluent Customer,No,,NSW,,11,,6710.06
984,Mid-Value,Male,89,Affluent Customer,No,16.0,VIC,"(59.0, 69.0]",7,66.0,2294.43
985,Mid-Value,Female,29,High Net Worth,No,15.0,QLD,"(49.0, 59.0]",4,50.0,1690.91
986,Mid-Value,Male,3,Mass Customer,Yes,8.0,QLD,"(19.0, 29.0]",3,26.0,4272.97
987,Mid-Value,Male,89,Affluent Customer,Yes,11.0,QLD,"(39.0, 49.0]",9,46.0,5180.26
988,Low-Value,Female,35,High Net Worth,No,7.0,QLD,"(39.0, 49.0]",6,40.0,243.94
989,Mid-Value,Female,43,Mass Customer,No,17.0,QLD,"(29.0, 39.0]",4,38.0,4207.5
990,Mid-Value,Female,56,Mass Customer,Yes,14.0,NSW,"(39.0, 49.0]",7,44.0,2353.49
991,Mid-Value,Female,11,Mass Customer,Yes,10.0,VIC,"(19.0, 29.0]",9,29.0,2655.6000000000004
992,Low-Value,Female,6,Mass Customer,Yes,8.0,VIC,"(59.0, 69.0]",9,62.0,1500.3600000000001
993,Mid-Value,Female,71,High Net Worth,No,17.0,NSW,"(39.0, 49.0]",3,44.0,2738.8900000000003
994,Mid-Value,Female,62,Affluent Customer,Yes,5.0,VIC,"(39.0, 49.0]",10,43.0,2069.6400000000003
995,Mid-Value,Male,16,Mass Customer,Yes,19.0,QLD,"(49.0, 59.0]",5,55.0,6764.67
996,Mid-Value,,67,Mass Customer,Yes,,NSW,,10,,4803.1
997,Mid-Value,Male,30,Mass Customer,Yes,13.0,NSW,"(29.0, 39.0]",9,39.0,2923.2899999999995
998,Low-Value,Female,66,Affluent Customer,Yes,5.0,NSW,"(49.0, 59.0]",9,55.0,585.45
999,High-Value,Female,12,High Net Worth,No,4.0,VIC,"(29.0, 39.0]",9,32.0,8611.949999999999
1000,Mid-Value,Female,44,Mass Customer,No,11.0,VIC,"(39.0, 49.0]",9,42.0,5383.48
1001,Mid-Value,Male,63,Mass Customer,No,14.0,QLD,"(39.0, 49.0]",3,41.0,2884.19
1002,Low-Value,Male,65,Mass Customer,Yes,18.0,VIC,"(39.0, 49.0]",12,42.0,2254.56
1003,Mid-Value,Female,35,High Net Worth,No,18.0,QLD,"(49.0, 59.0]",7,53.0,5300.380000000001
1004,Mid-Value,Male,35,High Net Worth,No,22.0,VIC,"(39.0, 49.0]",6,45.0,3600.9400000000005
1005,Mid-Value,Female,94,High Net Worth,Yes,8.0,NSW,"(49.0, 59.0]",9,53.0,4365.25
1006,Mid-Value,Male,15,Affluent Customer,Yes,19.0,VIC,"(39.0, 49.0]",8,43.0,4687.530000000001
1007,Mid-Value,Male,58,Mass Customer,No,5.0,NSW,"(19.0, 29.0]",12,24.0,3601.960000000001
1008,Mid-Value,Female,47,Mass Customer,No,21.0,NSW,"(39.0, 49.0]",12,45.0,2523.5299999999997
1009,Mid-Value,Female,16,High Net Worth,Yes,13.0,QLD,"(59.0, 69.0]",9,63.0,2385.01
1010,Low-Value,Male,24,Affluent Customer,No,17.0,NSW,"(49.0, 59.0]",4,58.0,386.36
1011,Low-Value,Female,42,High Net Worth,Yes,10.0,NSW,"(29.0, 39.0]",9,35.0,1399.44
1012,Mid-Value,Female,20,High Net Worth,Yes,11.0,QLD,"(59.0, 69.0]",9,65.0,2704.3900000000003
1013,Mid-Value,Female,53,High Net Worth,No,17.0,NSW,"(39.0, 49.0]",8,44.0,2463.79
1014,Mid-Value,Male,60,Mass Customer,Yes,8.0,NSW,"(59.0, 69.0]",8,60.0,3933.79
1015,Mid-Value,Male,7,Mass Customer,No,17.0,VIC,"(59.0, 69.0]",8,65.0,2136.87
1016,Mid-Value,Male,0,Mass Customer,Yes,17.0,VIC,"(59.0, 69.0]",11,61.0,1087.02
1017,Low-Value,Female,88,High Net Worth,No,16.0,NSW,"(39.0, 49.0]",11,42.0,2858.89
1018,Mid-Value,Male,1,Mass Customer,Yes,7.0,VIC,"(19.0, 29.0]",10,26.0,2497.8
1019,Mid-Value,Male,42,Mass Customer,Yes,14.0,NSW,"(39.0, 49.0]",8,47.0,2842.9000000000005
1020,Low-Value,Female,29,Affluent Customer,No,13.0,NSW,"(39.0, 49.0]",10,45.0,1531.9
1021,Mid-Value,Male,16,High Net Worth,No,7.0,NSW,"(39.0, 49.0]",8,43.0,5048.259999999999
1022,Mid-Value,Female,56,Affluent Customer,Yes,14.0,NSW,"(29.0, 39.0]",10,31.0,6444.49
1023,Low-Value,Female,16,Affluent Customer,Yes,6.0,NSW,"(19.0, 29.0]",8,29.0,492.65
1024,Mid-Value,Female,17,High Net Worth,Yes,2.0,VIC,"(19.0, 29.0]",9,28.0,4560.5599999999995
1025,Mid-Value,Male,69,Mass Customer,Yes,5.0,VIC,"(19.0, 29.0]",8,23.0,1800.12
1026,Mid-Value,Male,66,Affluent Customer,No,4.0,NSW,"(19.0, 29.0]",10,26.0,1313.78
1027,Mid-Value,Male,33,Affluent Customer,No,18.0,NSW,"(49.0, 59.0]",12,54.0,1449.4399999999998
1028,High-Value,Male,10,High Net Worth,No,1.0,NSW,"(19.0, 29.0]",9,21.0,7562.68
1029,Mid-Value,Male,71,Mass Customer,No,4.0,NSW,"(19.0, 29.0]",6,24.0,3660.0600000000004
1030,High-Value,Female,9,Mass Customer,No,5.0,VIC,"(49.0, 59.0]",7,58.0,4698.6
1031,Low-Value,Male,75,Mass Customer,No,6.0,QLD,"(29.0, 39.0]",7,37.0,1463.88
1032,Mid-Value,Female,36,Mass Customer,Yes,18.0,VIC,"(39.0, 49.0]",11,42.0,3191.12
1033,High-Value,Male,70,Affluent Customer,Yes,3.0,QLD,"(19.0, 29.0]",9,26.0,8220.05
1034,Low-Value,Male,16,High Net Worth,Yes,3.0,NSW,"(39.0, 49.0]",3,44.0,1033.56
1035,Mid-Value,Female,77,Affluent Customer,Yes,5.0,NSW,"(39.0, 49.0]",9,44.0,485.46000000000015
1036,Mid-Value,Female,6,Mass Customer,Yes,12.0,NSW,"(49.0, 59.0]",12,51.0,3787.0
1037,Mid-Value,Female,95,Mass Customer,No,10.0,NSW,"(59.0, 69.0]",11,64.0,2368.44
1038,Mid-Value,,57,Mass Customer,Yes,,VIC,,6,,2079.2000000000003
1039,Mid-Value,Female,24,High Net Worth,Yes,15.0,NSW,"(39.0, 49.0]",4,46.0,5258.999999999999
1040,Low-Value,Female,78,High Net Worth,No,9.0,QLD,"(39.0, 49.0]",8,46.0,1768.4300000000003
1041,Mid-Value,Male,95,Affluent Customer,No,15.0,NSW,"(59.0, 69.0]",10,61.0,2292.5099999999998
1042,Mid-Value,Male,0,High Net Worth,Yes,11.0,NSW,"(39.0, 49.0]",11,45.0,2771.37
1043,Mid-Value,Male,34,Mass Customer,Yes,16.0,QLD,"(29.0, 39.0]",7,34.0,6933.550000000001
1044,Mid-Value,,4,High Net Worth,No,,QLD,,1,,2205.27
1045,Low-Value,Female,88,Mass Customer,Yes,19.0,NSW,"(29.0, 39.0]",11,34.0,2038.58
1046,Mid-Value,Female,0,Affluent Customer,No,11.0,NSW,"(59.0, 69.0]",9,65.0,1985.1000000000004
1047,Mid-Value,Male,39,Affluent Customer,No,11.0,NSW,"(39.0, 49.0]",7,42.0,2213.9300000000003
1048,Mid-Value,Male,99,Affluent Customer,No,15.0,VIC,"(39.0, 49.0]",9,44.0,2830.94
1049,High-Value,Male,35,Mass Customer,No,2.0,VIC,"(19.0, 29.0]",8,25.0,4486.320000000001
1050,Mid-Value,Female,7,Mass Customer,Yes,15.0,NSW,"(39.0, 49.0]",11,47.0,2535.63
1051,Mid-Value,Female,34,High Net Worth,Yes,14.0,VIC,"(39.0, 49.0]",10,43.0,1294.6899999999998
1052,Mid-Value,Female,31,High Net Worth,No,3.0,VIC,"(29.0, 39.0]",11,35.0,3260.3199999999997
1053,Low-Value,Male,98,Mass Customer,Yes,8.0,NSW,"(49.0, 59.0]",5,58.0,1566.26
1054,Mid-Value,Male,27,Mass Customer,Yes,13.0,NSW,"(29.0, 39.0]",11,37.0,3406.16
1055,Low-Value,Female,30,Mass Customer,No,12.0,NSW,"(29.0, 39.0]",10,32.0,343.24
1056,Mid-Value,Male,96,Affluent Customer,No,6.0,NSW,"(49.0, 59.0]",7,54.0,3954.42
1057,Mid-Value,Female,73,Mass Customer,No,5.0,NSW,"(49.0, 59.0]",12,51.0,3130.44
1058,Low-Value,Female,37,Affluent Customer,Yes,4.0,VIC,"(29.0, 39.0]",6,33.0,759.57
1059,Mid-Value,Female,68,High Net Worth,Yes,6.0,NSW,"(49.0, 59.0]",11,53.0,1618.8300000000002
